answer,count,count,count,count,count
dreary,1.0,,1.0,,1.0
Canaveral,1.0,,,,
oversized,1.0,,,,
Innocence,1.0,,,,
a pound sign,1.0,,,,
Bozo,1.0,,,,
"""You Oughta Know""",1.0,,1.0,,
farmer,1.0,,,1.0,
Shirley Jones,1.0,,1.0,2.0,1.0
the Space Race,1.0,,,1.0,
encryption,1.0,1.0,,1.0,
James Brolin,1.0,,1.0,1.0,1.0
incandescent,1.0,1.0,1.0,,1.0
the Battle of Bunker Hill,1.0,1.0,1.0,,1.0
undertow,1.0,,,,
that loving feeling,1.0,,,,
a wife,1.0,2.0,1.0,1.0,
Morrissey,1.0,2.0,1.0,,
Michael Douglas Adams,1.0,,,,
an e-ticket,1.0,,,,
Carthage,1.0,7.0,10.0,13.0,7.0
the tide,1.0,,,1.0,
24 karat,1.0,,,,
a Redcoat,1.0,,,,
a cigarette,1.0,,1.0,,
Aruba,1.0,,2.0,3.0,3.0
time travelers,1.0,,,,
a martini,1.0,1.0,1.0,,
sharks,1.0,1.0,,,1.0
extraction,1.0,,,,1.0
William Bonney (or Billy the Kid),1.0,,,,
antennae,1.0,1.0,2.0,2.0,1.0
"""Stark""",1.0,,,,
the Crusaders,1.0,1.0,,,
later,1.0,,,,
(General) Tom Thumb,1.0,,,1.0,
Ira Gershwin,1.0,3.0,1.0,1.0,
detached,1.0,1.0,,1.0,
"""The Glass Menagerie""",1.0,1.0,1.0,,
a merman,1.0,,,,
fling,1.0,,1.0,1.0,
the <i>Inquirer</i>,1.0,,,1.0,
the quadrangle,1.0,,,,
dentistry,1.0,1.0,3.0,,
chickpeas,1.0,,,1.0,1.0
a six-pack,1.0,,,,
sleeping sickness,1.0,1.0,1.0,,
the 1890s,1.0,,,2.0,1.0
genesis,1.0,,,,
a surge,1.0,,,,
bobble,1.0,,1.0,,
anarchy,1.0,,1.0,2.0,
depreciate,1.0,,1.0,,
Juicy Couture,1.0,,,,1.0
Martin Luther King's assassination,1.0,,,,
a nanny,1.0,,,,
perennials,1.0,1.0,,1.0,
(Julia Louis-)Dreyfus,1.0,,,,
man's best friend,1.0,,,,
clam up,1.0,,,,
Coppola,1.0,1.0,1.0,,
in anger,1.0,,,,
a teapot,1.0,1.0,,,
Victoria's Secret Santa,1.0,,,,
antennas,1.0,,,1.0,
the Parliament,1.0,,,,
(International Committee of) the Red Cross,1.0,,,,
the nosecone,1.0,,,,
an outage,1.0,,,,
blood vessels,1.0,,,1.0,
the Vatican Museum,1.0,,1.0,,1.0
pro bono,1.0,,1.0,,2.0
interpret,1.0,,,,
What to Expect When You're Expecting,1.0,,,,1.0
self-driving cars,1.0,1.0,,,
prone,1.0,1.0,1.0,1.0,1.0
the House Un-American Activities Committee,1.0,2.0,2.0,1.0,2.0
luxury,1.0,,,,
Canton,1.0,3.0,2.0,5.0,2.0
The Apprentice,1.0,,,,
(Kaiser) Wilhelm,1.0,,,,
a banned band,1.0,,1.0,,
the (Boston) tea party,1.0,,,,
incubation,1.0,1.0,,,
count the ways,1.0,,,,
homecoming,1.0,,,,
convict,1.0,,,,
Pony Express,1.0,2.0,2.0,1.0,
Mötley Crüe,1.0,1.0,,1.0,1.0
Ra/rah,1.0,,,,
a loony,1.0,,,,
Oliver (Twist),1.0,,,1.0,
the patella,1.0,,3.0,2.0,1.0
Kramer vs. Kramer,1.0,1.0,3.0,2.0,2.0
the respiratory system,1.0,,1.0,,
the Sundance Kid,1.0,1.0,,1.0,
sapphire (in hi<b>s app hire</b>s),1.0,,,,
"""Yummy Yummy Yummy""",1.0,,,,
Communion (or Eucharist),1.0,,,,
(Harrison) Ford,1.0,2.0,,,
a cut to the liver,1.0,,,,
the duck-billed platypus,1.0,1.0,1.0,,
a rhinestone cowboy,1.0,,,,
Death Row,1.0,,,,1.0
the saber-toothed tiger,1.0,,,,
(Lisbeth) Salander,1.0,,,,
a wayfarer,1.0,,,,
a firefighter,1.0,,,,
an ocean,1.0,1.0,,,
Wedding,1.0,,,,
"""Mary Had a Little Lamb""",1.0,1.0,,1.0,
gnash,1.0,,1.0,,
gluttony,1.0,1.0,1.0,,
bene-,1.0,,,,
Trivial Pursuit of happiness,1.0,,,,
(Harry) Truman,1.0,,,,
pinstripes,1.0,1.0,,,
bronco,1.0,,,,
a dust storm,1.0,,,,
a marsupial,1.0,,,1.0,
reality,1.0,1.0,,,
illiteracy,1.0,,,,
(Lech) Walesa,1.0,,,,
(Jerry) Seinfeld,1.0,,,,
a bigot,1.0,,,,
"""Silence of the Lambs""",1.0,1.0,,,
bologna,1.0,,,,
a jackass,1.0,,,,
rotary (dial),1.0,,,,
(Billy) Graham,1.0,1.0,,,1.0
carrot/karat,1.0,,,,
Mount,1.0,,,1.0,
a steering wheel,1.0,,,,
odds,1.0,,,,
Purloined,1.0,,,,
As You Like It,1.0,,4.0,8.0,11.0
Sisters,1.0,,1.0,1.0,
cowboy boots,1.0,,,,
Prince Harry,1.0,,,2.0,
an asterisk,1.0,1.0,,,
a rein,1.0,,,,
the King James Version,1.0,2.0,,,
unique,1.0,2.0,2.0,,
iron & oxygen,1.0,,,,
"""Roses are red""",1.0,,,,
salud,1.0,1.0,1.0,,
wolf and flow,1.0,,,,
the Finger Lakes,1.0,,1.0,2.0,3.0
the joint chiefs of staff,1.0,,,,
Victoria or the Victorian Age,1.0,,,,
a tip,1.0,,,,
Adventure Time,1.0,,1.0,1.0,1.0
Grown-ish,1.0,1.0,,,
sea level,1.0,,1.0,,1.0
a saxophone,1.0,,2.0,,1.0
a space shutle,1.0,,,,
reduce and reuse,1.0,,,,
(Ed) Sheeran,1.0,,,,
a newton,1.0,,,1.0,
Hawkeye,1.0,1.0,,2.0,1.0
a plea bargain,1.0,,,,
a mind,1.0,,,,
a den mother,1.0,2.0,,1.0,
(Marcel) Marceau,1.0,,,,1.0
mustard gas,1.0,2.0,3.0,,
Gray's Anatomy,1.0,3.0,,3.0,
Bill Hickok,1.0,,,,
light-heavyweight,1.0,1.0,,,
"""Margaritaville""",1.0,,,,
attire,1.0,,,,
tourniquet,1.0,,,,
Caesar Augustus,1.0,3.0,,,2.0
(Stephen) Hawking,1.0,3.0,3.0,2.0,
a song,1.0,,1.0,,
Rapunzel,1.0,2.0,1.0,1.0,1.0
turntables,1.0,,,,
a chain gang,1.0,,,,
equestrian,1.0,1.0,,2.0,
Klein,1.0,,,1.0,
the Littles (the Little family),1.0,,,,
sociology,1.0,1.0,,,
panic,1.0,,1.0,1.0,1.0
unions,1.0,,,1.0,
yacht,1.0,,,,
the <i>Mario Bros.</i>,1.0,,,,
initials,1.0,,,,
Simon and Garfunkel,1.0,1.0,,1.0,
"""Freedom""",1.0,,,,
the thousand and one,1.0,,,,
bend (crook accepted),1.0,,,,
a Hummer,1.0,,,,
Vladimir Putin,1.0,,2.0,,
the Hare Krishnas,1.0,,,,
Edward Lear,1.0,4.0,7.0,2.0,5.0
an amoeba,1.0,2.0,2.0,1.0,
my bad,1.0,,,,
ruby & bury,1.0,,,,
Territory,1.0,,,,
a slash,1.0,,,1.0,
Forrest Grump,1.0,,,,
throw a knuckle ball,1.0,,,,
JFK (John Kennedy),1.0,,1.0,,
(Pete) Townshend,1.0,,,,
the Trinity,1.0,1.0,2.0,1.0,
a kebab,1.0,,,,
hamlet & ham,1.0,,,,
a rabbit (or bunny),1.0,,,,
(Prince) George,1.0,,,,
a secretary,1.0,,,,1.0
boycott,1.0,,,,
an ion,1.0,,3.0,,2.0
obstetric,1.0,,,,
"""It's Only Rock 'N' Roll""",1.0,,,,
unring,1.0,,,,
the Kennedy Center,1.0,1.0,2.0,1.0,
150,1.0,1.0,,,2.0
video on demand,1.0,,,,
Blacklist,1.0,1.0,,,
to scratch,1.0,,,,
an equation,1.0,3.0,,1.0,
Band-Aid,1.0,,,,
a duet,1.0,,,,
whistling,1.0,,1.0,,
shoulders,1.0,,,,
Delano,1.0,,,1.0,
symmetrical,1.0,1.0,,,
Hugh Grant,1.0,4.0,2.0,,1.0
Mack,1.0,1.0,,,1.0
subordinate,1.0,,,,
millennials,1.0,,,,
smother,1.0,,,,
constitutional,1.0,,,,1.0
a chapeau,1.0,,,,
a blackjack,1.0,,,,
an antenna,1.0,2.0,,,
the Beat Movement,1.0,1.0,,,
"readin', 'ritin', & 'rithmetic",1.0,,,,
German shepherd,1.0,1.0,,1.0,
our children (our descendants accepted),1.0,,,,
tiddlywinks,1.0,,,,
Like a Virgin,1.0,,,,
Museum of Modern Art,1.0,1.0,3.0,,
your tonsils,1.0,,,,
Rocky (Balboa),1.0,,,,
cereal,1.0,2.0,,,
(John T.) Ford,1.0,1.0,,,
a sunburn,1.0,1.0,,,
the autumnal,1.0,,,,
compact disc,1.0,,,,
size,1.0,,,,
fatal,1.0,,,,
wake me up,1.0,,,,
bonjour,1.0,,,,
criminal law,1.0,,,,
to dumb down,1.0,,,,
their nests,1.0,,,,
"""Deck The Halls""",1.0,,,,
RFK & Ted Kennedy,1.0,,,,
racquetball,1.0,1.0,,,
G.E.,1.0,1.0,,,
Toledo,1.0,8.0,1.0,4.0,8.0
"""Mickey""",1.0,,1.0,,
a speakeasy,1.0,1.0,,,
"Alexandre Dumas, <i>père</i>",1.0,,,,
KGB,1.0,2.0,,1.0,
Clarence Clemons,1.0,1.0,1.0,2.0,
cupid,1.0,,,,
Lisa & Jessica Simpson,1.0,,,,
a windshield wiper,1.0,,,,
charmed,1.0,,,,
the Shah,1.0,1.0,,,
hola</i> (in Nic<b>hola</,1.0,,,,
Antonio Stradivarius,1.0,,,,
Tennessee Williams (in <i>A Streetcar Named Desire</i>),1.0,,,,
X-ray film,1.0,,,,
odyssey,1.0,2.0,,,
last rites,1.0,,,,
open,1.0,4.0,,2.0,
curtain,1.0,,,,
Morse code (or telegraph),1.0,,,,
(Amy) Poehler and Tina Fey,1.0,,,,
quack,1.0,,1.0,,
tubes,1.0,2.0,,,
"<a href=""http://www.j-archive.com/media/2014-12-08_DJ_12a.jpg"" target=""_blank"">Michael Strahan</a>",1.0,,,,
a disclaimer,1.0,,,,
the Pythagorean Theorem,1.0,,,,
ovulate,1.0,,,,
Millennium Falcon,1.0,,,1.0,
Atlanta to Boston,1.0,,,,
Captain Phillips,1.0,,,,1.0
a practical joke,1.0,,,,
dementia,1.0,,,1.0,1.0
Kubla,1.0,,,,
crackpot,1.0,,,,
a bonus,1.0,,,,
cut the mustard,1.0,,,,
getting back together,1.0,,,,
lunch,1.0,,,1.0,1.0
New Year's resolutions,1.0,,,,
The Voice,1.0,,,,
green eggs,1.0,,1.0,,
the spinal cord,1.0,1.0,1.0,1.0,1.0
sheepdog,1.0,,,,
the baby boom,1.0,,1.0,,
motions,1.0,,,,
Jack Sprat,1.0,,,,
puzzled,1.0,,,,
weak nuclear force,1.0,,,,
blue period,1.0,,,,
"600 (DC, David Cameron)",1.0,,,,
"""I Kissed A Girl""",1.0,,,,
Terry McMillan,1.0,,3.0,3.0,2.0
John Malkovich,1.0,1.0,2.0,1.0,
Bloody <i>Mary Poppins</i>,1.0,,,,
paint,1.0,,1.0,,
the All-American football team,1.0,,,,
hormone,1.0,,1.0,,
Katniss Everdeen,1.0,1.0,1.0,,
freezes,1.0,,,,
commas,1.0,,,,
the rain,1.0,1.0,,,
a one-horse open sleigh,1.0,,,,
Laredo,1.0,,2.0,,
the well,1.0,,,,1.0
(H. G.) Wells,1.0,,,,
Mueller,1.0,,,,
newsjacking,1.0,,,,
the Electoral College,1.0,,1.0,,1.0
Five O'Clock,1.0,,,,
(King) Midas,1.0,,,,
a beamer,1.0,,,,
Mister Ed,1.0,,,1.0,
"a nude, rude dude",1.0,,,,
Earl Grey tea,1.0,,,,
concubines,1.0,,,,
Champlain,1.0,4.0,5.0,2.0,
refinance,1.0,,,,
unchaperoned,1.0,,,,
dietician,1.0,,,,
pinot,1.0,,,1.0,
Chariots of Fire,1.0,,4.0,1.0,1.0
(Anthony) Burgess,1.0,1.0,,4.0,1.0
prance,1.0,,,,
Dick Cheney,1.0,5.0,2.0,1.0,1.0
exodus,1.0,,,,
Siegfried,1.0,4.0,3.0,5.0,5.0
Hiram,1.0,,1.0,,1.0
Finding Neverland,1.0,,1.0,,1.0
student loans,1.0,,1.0,,
"""Ten Little Indians""",1.0,,,,
boxing glove compartment,1.0,,,,
highwaymen,1.0,,,,
rhinoceroses,1.0,,1.0,,
tiller,1.0,,,,
a slicker,1.0,,,,
the Pussycats,1.0,,,,
the War of Roses,1.0,,,,
a coagulant,1.0,,,,
the Dutch Masters,1.0,,,,
The Stand,1.0,4.0,,,
Turin,1.0,4.0,5.0,4.0,
immunodeficiency,1.0,1.0,,,
patience,1.0,1.0,,,
varmints,1.0,,,,
opposable,1.0,,1.0,,1.0
James Spader,1.0,,,,
pointe,1.0,1.0,,,
monorail,1.0,,,,
(Saint) Paul,1.0,1.0,1.0,,
jive,1.0,,,,
a high chair,1.0,,,,
a strip search,1.0,,,,
denominator,1.0,1.0,,,
a murmur,1.0,1.0,,1.0,
"polish [""PAHL-ish""] & Polish [""POLE-ish""]",1.0,,,,
diminutive,1.0,,1.0,,1.0
(Erwin) Rommel,1.0,2.0,,2.0,
rope-a-dope,1.0,1.0,,,
Allen Dulles,1.0,,,1.0,
butterfingers,1.0,,,,
Morticia Addams,1.0,1.0,,1.0,
killer whale,1.0,,,,
all hands,1.0,,,,
an avatar,1.0,1.0,,2.0,1.0
adjoining (or adjacent),1.0,,,,
Ocean's 8,1.0,,,,
QWERTY,1.0,,,1.0,1.0
(Edmund) Hillary,1.0,,,,
The Boer War,1.0,1.0,,1.0,
(Law & Order) SVU,1.0,,,,
Romulus and Remus,1.0,,,,2.0
garage and garbage,1.0,,,,
Charles Addams,1.0,,4.0,2.0,
the University of Arkansas,1.0,2.0,,,1.0
the IRA,1.0,2.0,,1.0,
Ban Ki-moon,1.0,,,1.0,
Despicable Me,1.0,2.0,,,
the Confederate States of America,1.0,,,,
the big bang theory,1.0,1.0,1.0,,
Baltic Sea,1.0,,3.0,2.0,3.0
accountant,1.0,,1.0,,1.0
pint & print,1.0,,,,
grit,1.0,,1.0,,
poaching,1.0,,,1.0,
Nevermind,1.0,2.0,2.0,,
burg,1.0,,,,
Photoshop,1.0,1.0,1.0,1.0,
a Yalie,1.0,,,,
compound,1.0,,,1.0,
hell,1.0,1.0,1.0,,
happily ever after,1.0,,,,
fiancé,1.0,,,,
Hannah,1.0,1.0,,,
fool,1.0,1.0,,1.0,
Archie,1.0,1.0,,,2.0
louver,1.0,,,,
Guns N' Roses,1.0,3.0,2.0,3.0,
a hexagon,1.0,1.0,3.0,1.0,
lemmings,1.0,1.0,,1.0,
Bartleby,1.0,1.0,1.0,2.0,3.0
third-world,1.0,,,,
typographic,1.0,,,,
(Charles) Manson,1.0,,1.0,,
Franco,1.0,3.0,7.0,2.0,2.0
mercury (Hg),1.0,,,,
cooties,1.0,,,,
Grand Rapids,1.0,2.0,,,
ferns,1.0,,3.0,2.0,
hymn/him,1.0,,,,
E.R.,1.0,1.0,,1.0,
bankroll,1.0,,1.0,,
the exchange rate,1.0,,,,
"""Dirty Harry""",1.0,,,,
"""Profile""",1.0,,,,
Stieg Larsson,1.0,,1.0,2.0,1.0
pastry,1.0,,,1.0,
a mug hug,1.0,,,,
Coleridge,1.0,4.0,3.0,2.0,
second wind,1.0,,,,
a die,1.0,,,,
the European Union,1.0,2.0,3.0,1.0,1.0
peasants,1.0,2.0,1.0,1.0,
biopsy,1.0,,1.0,1.0,
Pikachu,1.0,,3.0,,
The Battle of Bunker Hill,1.0,1.0,,,
forecast,1.0,,,,
a docket,1.0,,,1.0,1.0
Nancy Sinatra,1.0,1.0,,,
a bootleg,1.0,,1.0,,
the National Geographic,1.0,,,,
weightlessness,1.0,,,,
a stanza,1.0,,,,
(Gary) Trudeau,1.0,,,,
a billboard,1.0,,,,
"""Through the Looking Glass""",1.0,,,,
(Howie) Mandel,1.0,,,1.0,
a dress code,1.0,,,,
Bill Nye,1.0,1.0,,,
The Library of Congress,1.0,,,,
charades,1.0,1.0,,,
goop.com,1.0,,,,
(Clyde) Barrow,1.0,,,,
the <i>Illiad</i>,1.0,,,,
a widow waitress,1.0,,,,
It Happened One Night of the Living Dead,1.0,,,,
brakeman,1.0,,,,
catholic,1.0,,,,
"""Papa Don't Preach""",1.0,1.0,,1.0,
a warrant,1.0,,2.0,,1.0
The Cure,1.0,,1.0,1.0,1.0
an opthalmologist,1.0,,,,
Macron,1.0,1.0,,,
pre-emptions,1.0,,,,
the Jumbo Shrimp,1.0,,,,
the elevation,1.0,,,,
the <i>Three Sisters</i>,1.0,,1.0,,
a makeover,1.0,,,,
the Nittany Valley,1.0,,,,
a christening,1.0,1.0,,,
C-A-R-B-O-N,1.0,,,,
the mongoose,1.0,2.0,,1.0,
canine teeth,1.0,,,,
a restraining order,1.0,1.0,,,1.0
a pentagon,1.0,1.0,,,
a stowaway,1.0,,,,
commencement,1.0,2.0,,,1.0
"""España""",1.0,,,,
a stealth fighter,1.0,,,,
the highway,1.0,,,,
the merchant copy,1.0,,,,
cider & cried,1.0,,,,
(bows and) arrows,1.0,,,,
snarl,1.0,,,,
appetite,1.0,,,2.0,
sampling,1.0,,,,
civilization,1.0,,,,
teaching,1.0,,,,
sodium chloride (salt),1.0,,,,
meteor,1.0,1.0,,,
twerking,1.0,,1.0,,
the Macy's Thanksgiving Day Parade,1.0,1.0,,,
ascend,1.0,1.0,,,
the Earth & the Sun,1.0,,,,
Christina Aguilera,1.0,4.0,,2.0,1.0
the (Boston) Red Sox,1.0,3.0,1.0,,
accelerate,1.0,1.0,,,
headbanger,1.0,,,,
Ark,1.0,,,,
playwright,1.0,,1.0,1.0,
a millipede,1.0,,,,
"the ""Star-Spangled Banner"" stamp",1.0,,,,
WikiLeaks,1.0,1.0,,,
the underbelly,1.0,,,,
a jet plane,1.0,,1.0,,
mouthwash,1.0,,,,
an eye roll,1.0,,,,
Lesotho,1.0,4.0,7.0,6.0,8.0
the '50's,1.0,,,,
olive oil,1.0,2.0,3.0,,1.0
implosion,1.0,,,1.0,
a low blow,1.0,,,,
atmosphere,1.0,2.0,,2.0,
stand and deliver,1.0,,,,1.0
napalm,1.0,1.0,2.0,,
Tim McGraw,1.0,2.0,1.0,2.0,4.0
an acquaintance,1.0,,,,
Amundsen & Scott,1.0,,,,
word & sword,1.0,,,,
the dean,1.0,,,,
Zooey Deschanel,1.0,1.0,,,
a rich witch,1.0,,,,
Roaring,1.0,,,,
a photographer,1.0,,,2.0,
Walk the Line,1.0,3.0,,,1.0
a sock puppet,1.0,,,,
a curse,1.0,,,,
a good day,1.0,,,,
beatnik,1.0,,,,
babyproof,1.0,,,,
"""Ghostbusters""",1.0,1.0,1.0,,
girls just want to have fun,1.0,,,,
a steroid,1.0,,,,
closing,1.0,,,,
(Brigham) Young,1.0,,,,
hard,1.0,,1.0,,1.0
spoon,1.0,3.0,1.0,,
rabble,1.0,1.0,,,
Comic-Con,1.0,1.0,,,1.0
the 7 Wonders of the World,1.0,,,,
Queer Eye,1.0,,,,
the U.S.S.R.,1.0,,,,
Drummer,1.0,,,,
representation (or legal counsel),1.0,,,,
sent scent,1.0,,,,
artifical intelligence,1.0,,,,
pectorals,1.0,,,1.0,
the University of Chicago,1.0,,2.0,2.0,3.0
"the ""Wedding March""",1.0,,,,
dull,1.0,,,,
Baffin Island,1.0,,,2.0,6.0
Rhythm,1.0,,,,
Tickle Me Elmo,1.0,,,,
General Sherman,1.0,,,1.0,2.0
flux,1.0,,,3.0,
putt for dough,1.0,,,,
Beethoven's 5th,1.0,,,2.0,
an adopter,1.0,,,,
a lemming,1.0,,,,
triskaidekaphobia,1.0,,,1.0,
rosebuds,1.0,2.0,1.0,,
a gavel,1.0,1.0,,,
right Wright,1.0,,,,
flowers/plants (trees accepted),1.0,,,,
"<a href=""http://www.j-archive.com/media/2014-06-27_DJ_01.jpg"" target=""_blank"">Idaho</a>",1.0,,,,
Charlotte's Web</i> & <i>Stuart Little,1.0,,,,
Ace Rothstein,1.0,,,,
excommunicate,1.0,1.0,,1.0,1.0
sheikh,1.0,,,,
the Austro-Hungarian Empire,1.0,1.0,1.0,2.0,
to assure,1.0,,,,
Andre the Giant,1.0,,,,
a bomb,1.0,1.0,,,
"""a beautiful friendship""",1.0,,,,
post office,1.0,1.0,,,1.0
Emerald,1.0,,,,
duplex,1.0,,,,
(Leonardo) Da Vinci,1.0,,,,1.0
the Motor City,1.0,,,,
a silver tongue,1.0,,,,
a pinch of salt (or a grain of salt),1.0,,,,
an elevator,1.0,1.0,1.0,,
the knave,1.0,,,,
Krusty the Clown,1.0,,,,
champagne and orange juice,1.0,,,,
Renee Zellweger,1.0,,1.0,,1.0
wizardry & witchcraft,1.0,,,,
team (from meat),1.0,,,,
(Chester) Arthur,1.0,,,,1.0
House Minority Leader,1.0,,1.0,,
intervention,1.0,,2.0,,
the Channel Islands,1.0,4.0,6.0,4.0,5.0
November 11,1.0,,,,1.0
her veil,1.0,,,,
Ramses,1.0,,1.0,1.0,2.0
The Three Tenors,1.0,,,,
bovines,1.0,,,,
RuPaul,1.0,2.0,,,
a fork (in the road),1.0,,,,
Battleship,1.0,,,,
"""ho, ho, ho""",1.0,,,,
a Tony Award,1.0,,,,
"""My Life""",1.0,,,,
the galley (or mess),1.0,,,,
equinox,1.0,1.0,,1.0,
woolly mammoths,1.0,,,,
a puffin,1.0,,,1.0,1.0
Hermione,1.0,1.0,,,
the fat man,1.0,,,,
The Texas Chain Saw Massacre,1.0,,1.0,,
bulge,1.0,,,,
Helmut,1.0,,1.0,1.0,
Lenny Kravitz,1.0,2.0,,1.0,
the beltway,1.0,,,,
The Age of Innocence,1.0,3.0,2.0,5.0,2.0
the pancreas,1.0,,7.0,7.0,9.0
"red, white & blue chip",1.0,,,,
sung,1.0,,,,
Zappos,1.0,,,2.0,
semicolon,1.0,,,,
Fantastic,1.0,,,,
Legos,1.0,1.0,,,
beta</i>-caro,1.0,,,,
a dining car,1.0,,,,
a slacker,1.0,,,,
the Red Sox,1.0,2.0,2.0,,
the budget,1.0,,,,
The Mentalist,1.0,1.0,,,2.0
-algia,1.0,,,,
John Kerry,1.0,1.0,,2.0,
stucco,1.0,,,1.0,1.0
"""The Song of Hiawatha""",1.0,,,,
an auction,1.0,,1.0,,
Pyrrhus,1.0,,,,
a Trekkie,1.0,,,,
a myth,1.0,,,,
Edith Bunker,1.0,,1.0,,1.0
the English,1.0,,1.0,,
The Scream,1.0,6.0,2.0,1.0,
ravine,1.0,,,1.0,
League of Nations,1.0,,1.0,3.0,
surrogate,1.0,1.0,,1.0,
lay eggs,1.0,,1.0,2.0,
The Real Housewives of Orange County,1.0,,,,
phone booths,1.0,1.0,,,
the Needle,1.0,,,,
the keynote address,1.0,,,,
Mayberry,1.0,1.0,,,
scenario,1.0,,,,1.0
The Passover Crescendo,1.0,,,,
John Singer Sargent,1.0,,,1.0,6.0
Doppelgänger,1.0,,,,
Johnny Rotten,1.0,,1.0,1.0,1.0
CO<sub>2</sub> (carbon dioxide),1.0,,,,
Achtung,1.0,,,,
capacity,1.0,,,,
"""Forever""",1.0,,,1.0,
tedium,1.0,,,1.0,
earwax,1.0,2.0,1.0,,
the Lincoln assassination,1.0,1.0,,,
pro wrestling,1.0,,,,
Philomena,1.0,,,,
a minivan,1.0,,,,
attention,1.0,,,,
a pregnancy test,1.0,1.0,1.0,,
Green Day,1.0,4.0,2.0,1.0,1.0
a quartet,1.0,,,,
Harper's Ferry,1.0,1.0,,1.0,
Mean,1.0,,,,
The Rite of Spring,1.0,2.0,4.0,6.0,3.0
Sonny and Cher,1.0,,,,
"""The Marseillaise""",1.0,3.0,2.0,1.0,
the Bayeux Tapestry,1.0,1.0,2.0,1.0,2.0
"<a href=""http://www.j-archive.com/media/2014-05-07_DJ_23a.jpg"" target=""_blank"">landing gear</a>",1.0,,,,
Tarantino,1.0,1.0,1.0,1.0,
the Bourbons,1.0,1.0,4.0,,3.0
the membrane,1.0,,,,
550 (= DL),1.0,,,,
vernacular,1.0,,,,
Drang,1.0,2.0,,,
transcendental,1.0,,,,1.0
pink flamingos,1.0,,,,
the Australian Broadcasting Company,1.0,,,,
Rabat,1.0,2.0,3.0,7.0,2.0
air traffic control,1.0,1.0,,,
Bamm-Bamm,1.0,,,,
information age,1.0,,,,
rest and relaxation,1.0,,,,
perplex,1.0,1.0,,,
satellites,1.0,,3.0,1.0,
Starry Night,1.0,2.0,2.0,,
Vitamin D,1.0,,2.0,,
Bean,1.0,,1.0,1.0,1.0
Union Jack cheese,1.0,,,,
"turning it off, turning it on (or unplugging it, plugging it back in)",1.0,,,,
Shaft,1.0,2.0,1.0,,1.0
the Arabian Peninsula,1.0,2.0,2.0,1.0,1.0
Pulitzer Prizefighter (Pulitzer Prizefight accepted),1.0,,,,
the Bee Gees,1.0,4.0,1.0,1.0,
bigot,1.0,,,,
(Saint) Peter,1.0,,,,
Mauna,1.0,,,,
the New York Mets,1.0,,,,
synchronize,1.0,,,,
scratch and sniff,1.0,,,,
(Winnie the) Pooh,1.0,,,,
queue,1.0,,1.0,,
juvenile court,1.0,,,,
the ASPCA,1.0,2.0,1.0,,
a kazoo,1.0,3.0,1.0,,
recede,1.0,,,,
(a) hoop (skirt),1.0,,,,
Tokyo (from Kyoto),1.0,,,,
the states,1.0,,,,
Rick O'Shea,1.0,,,,
are dead,1.0,,,,
primer,1.0,,,,1.0
Geisha,1.0,,,1.0,
vicious,1.0,,,1.0,
dungeon,1.0,,,,
wurst,1.0,,,,
(Robert) Ludlum,1.0,1.0,,1.0,
Shanghaiku,1.0,,,,
"""Stayin' Alive""",1.0,1.0,,1.0,
Mr. Goodbar,1.0,,,,
Pol Pot,1.0,,2.0,6.0,3.0
Snake,1.0,1.0,2.0,1.0,1.0
simba,1.0,,,,
Martin,1.0,3.0,2.0,1.0,2.0
a mantra,1.0,,2.0,,
the violet,1.0,,,2.0,
Kagan,1.0,,,,
rumble,1.0,,,,
Julie Chen,1.0,,,,
freckles,1.0,,,2.0,
a fat rat,1.0,,,,
Archives,1.0,1.0,,,
cantaloupe,1.0,,,,1.0
RFK & JFK,1.0,,,,
Scent of a Woman,1.0,2.0,,1.0,
cheetahs,1.0,1.0,1.0,,
thunderbolts,1.0,,,,
a Bunsen burner,1.0,2.0,1.0,,
Invasion of the Body Snatchers,1.0,1.0,,2.0,2.0
the Blues Brothers,1.0,1.0,,1.0,
Motorcycle Maintenance,1.0,,3.0,,
monogamist,1.0,,,,
coke,1.0,1.0,1.0,,
brevity,1.0,1.0,,1.0,
a dachshund,1.0,1.0,,,2.0
Bo,1.0,1.0,1.0,,
adaptable,1.0,,,,
the Channel Tunnel,1.0,,,,
peachy,1.0,,,,
(the crash of) the Hindenburg,1.0,,,,
Buda and Pest,1.0,,,,
Rocky Balboa,1.0,1.0,,,
penny ante,1.0,,2.0,,
Bacon,1.0,2.0,1.0,,3.0
byways,1.0,,,,
The Fighter,1.0,,,,
"""Pride""",1.0,,,,
the mission statement,1.0,,,,
the Joy Luck Club,1.0,,1.0,,
Lucky Charms,1.0,,1.0,,
Earl,1.0,3.0,1.0,,2.0
evolution,1.0,4.0,1.0,,
garden,1.0,,,,
a tearoom,1.0,,,,
curiosity,1.0,,,,
"""Joy Ride""",1.0,,,,
First Battle of Bull Run,1.0,,,,
cartoon dogs,1.0,,,,
U.S. senator,1.0,1.0,1.0,,
well,1.0,,,,
a monotone,1.0,,,,
top cop crop,1.0,,,,
three-alarm fire,1.0,,,,
examination,1.0,,,,
a coop,1.0,1.0,,,
Canada geese,1.0,1.0,,,
power play,1.0,1.0,,,
"""When A Man Loves A Woman""",1.0,1.0,,,
Fe,1.0,,,,
white bread,1.0,,,,
senior (senator),1.0,,,,
